"","Inbreeding_Coefficient","Value","Province_Name"
"500","Inbreeding.3","0.0631578947368421","Bocas del Toro"
"501","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"502","Inbreeding.3","0.168421052631579","Bocas del Toro"
"503","Inbreeding.3","0.157894736842105","Bocas del Toro"
"504","Inbreeding.3","0.178947368421053","Bocas del Toro"
"505","Inbreeding.3","0.178947368421053","Bocas del Toro"
"506","Inbreeding.3","0.157894736842105","Bocas del Toro"
"507","Inbreeding.3","0.178947368421053","Bocas del Toro"
"508","Inbreeding.3","0.178947368421053","Bocas del Toro"
"509","Inbreeding.3","0.168421052631579","Bocas del Toro"
"510","Inbreeding.3","0.178947368421053","Bocas del Toro"
"511","Inbreeding.3","0.189473684210526","Bocas del Toro"
"512","Inbreeding.3","0.168421052631579","Bocas del Toro"
"513","Inbreeding.3","0.178947368421053","Bocas del Toro"
"514","Inbreeding.3","0.178947368421053","Bocas del Toro"
"515","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"516","Inbreeding.3","0.178947368421053","Bocas del Toro"
"517","Inbreeding.3","0.178947368421053","Bocas del Toro"
"518","Inbreeding.3","0.178947368421053","Bocas del Toro"
"519","Inbreeding.3","0.178947368421053","Bocas del Toro"
"520","Inbreeding.3","0.178947368421053","Bocas del Toro"
"521","Inbreeding.3","0.105263157894737","Bocas del Toro"
"522","Inbreeding.3","0.105263157894737","Bocas del Toro"
"523","Inbreeding.3","0.0842105263157895","Bocas del Toro"
"524","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"525","Inbreeding.3","0.178947368421053","Bocas del Toro"
"526","Inbreeding.3","0.189473684210526","Bocas del Toro"
"527","Inbreeding.3","0.178947368421053","Bocas del Toro"
"528","Inbreeding.3","0.168421052631579","Bocas del Toro"
"529","Inbreeding.3","0.126315789473684","Bocas del Toro"
"530","Inbreeding.3","0.157894736842105","Bocas del Toro"
"531","Inbreeding.3","0.0842105263157895","Bocas del Toro"
"532","Inbreeding.3","0.115789473684211","Bocas del Toro"
"533","Inbreeding.3","0.105263157894737","Bocas del Toro"
"534","Inbreeding.3","0.105263157894737","Bocas del Toro"
"535","Inbreeding.3","0.105263157894737","Bocas del Toro"
"536","Inbreeding.3","0.157894736842105","Bocas del Toro"
"537","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"538","Inbreeding.3","0.136842105263158","Bocas del Toro"
"539","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"540","Inbreeding.3","0.115789473684211","Bocas del Toro"
"541","Inbreeding.3","0.147368421052632","Bocas del Toro"
"542","Inbreeding.3","0.147368421052632","Bocas del Toro"
"543","Inbreeding.3","0.126315789473684","Bocas del Toro"
"544","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"545","Inbreeding.3","0.0631578947368421","Bocas del Toro"
"546","Inbreeding.3","0.157894736842105","Bocas del Toro"
"547","Inbreeding.3","0.115789473684211","Bocas del Toro"
"548","Inbreeding.3","0.178947368421053","Bocas del Toro"
"549","Inbreeding.3","0.147368421052632","Bocas del Toro"
"550","Inbreeding.3","0.147368421052632","Bocas del Toro"
"551","Inbreeding.3","0.147368421052632","Bocas del Toro"
"552","Inbreeding.3","0.178947368421053","Bocas del Toro"
"553","Inbreeding.3","0.231578947368421","Bocas del Toro"
"554","Inbreeding.3","0.231578947368421","Bocas del Toro"
"555","Inbreeding.3","0.178947368421053","Bocas del Toro"
"556","Inbreeding.3","0.147368421052632","Bocas del Toro"
"557","Inbreeding.3","0.231578947368421","Bocas del Toro"
"558","Inbreeding.3","0.189473684210526","Bocas del Toro"
"559","Inbreeding.3","0.157894736842105","Bocas del Toro"
"560","Inbreeding.3","0.231578947368421","Bocas del Toro"
"561","Inbreeding.3","0.231578947368421","Bocas del Toro"
"562","Inbreeding.3","0.231578947368421","Bocas del Toro"
"563","Inbreeding.3","0.231578947368421","Bocas del Toro"
"564","Inbreeding.3","0.136842105263158","Bocas del Toro"
"565","Inbreeding.3","0.147368421052632","Bocas del Toro"
"566","Inbreeding.3","0.210526315789474","Bocas del Toro"
"567","Inbreeding.3","0.231578947368421","Bocas del Toro"
"568","Inbreeding.3","0.231578947368421","Bocas del Toro"
"569","Inbreeding.3","0.231578947368421","Bocas del Toro"
"570","Inbreeding.3","0.231578947368421","Bocas del Toro"
"571","Inbreeding.3","0.231578947368421","Bocas del Toro"
"572","Inbreeding.3","0.231578947368421","Bocas del Toro"
"573","Inbreeding.3","0.147368421052632","Bocas del Toro"
"574","Inbreeding.3","0.231578947368421","Bocas del Toro"
"575","Inbreeding.3","0.231578947368421","Bocas del Toro"
"576","Inbreeding.3","0.231578947368421","Bocas del Toro"
"577","Inbreeding.3","0.231578947368421","Bocas del Toro"
"578","Inbreeding.3","0.231578947368421","Bocas del Toro"
"579","Inbreeding.3","0.231578947368421","Bocas del Toro"
"580","Inbreeding.3","0.231578947368421","Bocas del Toro"
"581","Inbreeding.3","0.231578947368421","Bocas del Toro"
"582","Inbreeding.3","0.231578947368421","Bocas del Toro"
"583","Inbreeding.3","0.178947368421053","Bocas del Toro"
"584","Inbreeding.3","0.178947368421053","Bocas del Toro"
"585","Inbreeding.3","0.168421052631579","Bocas del Toro"
"586","Inbreeding.3","0.210526315789474","Bocas del Toro"
"587","Inbreeding.3","0.189473684210526","Bocas del Toro"
"588","Inbreeding.3","0.231578947368421","Bocas del Toro"
"589","Inbreeding.3","0.231578947368421","Bocas del Toro"
"590","Inbreeding.3","0.189473684210526","Bocas del Toro"
"591","Inbreeding.3","0.147368421052632","Bocas del Toro"
"592","Inbreeding.3","0.189473684210526","Bocas del Toro"
"593","Inbreeding.3","0.178947368421053","Bocas del Toro"
"594","Inbreeding.3","0.031578947368421","Bocas del Toro"
"595","Inbreeding.3","0.189473684210526","Bocas del Toro"
"596","Inbreeding.3","0.105263157894737","Bocas del Toro"
"597","Inbreeding.3","0.115789473684211","Bocas del Toro"
"598","Inbreeding.3","0.105263157894737","Bocas del Toro"
"599","Inbreeding.3","0.178947368421053","Bocas del Toro"
"600","Inbreeding.3","0.147368421052632","Bocas del Toro"
"601","Inbreeding.3","0.168421052631579","Bocas del Toro"
"602","Inbreeding.3","0.231578947368421","Bocas del Toro"
"603","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"604","Inbreeding.3","0.147368421052632","Bocas del Toro"
"605","Inbreeding.3","0.147368421052632","Bocas del Toro"
"606","Inbreeding.3","0.147368421052632","Bocas del Toro"
"607","Inbreeding.3","0.0526315789473685","Bocas del Toro"
"608","Inbreeding.3","0.115789473684211","Bocas del Toro"
"609","Inbreeding.3","0.126315789473684","Bocas del Toro"
"610","Inbreeding.3","0.157894736842105","Bocas del Toro"
"611","Inbreeding.3","0.136842105263158","Bocas del Toro"
"612","Inbreeding.3","0.105263157894737","Bocas del Toro"
